Bytes, Tempo de abertura arquivo, Tempo escrita no buffer, Tempo fechar arquivo, Tempo print, Tempo função
1437, 381, 89, 289, 22139, 999969
1438, 386, 73, 274, 23994, 999967
1439, 375, 69, 350, 22403, 999968
1440, 375, 82, 270, 22962, 999969
1441, 381, 74, 341, 22260, 999967
1442, 381, 76, 282, 22497, 999966
1443, 380, 86, 279, 22266, 999970
1444, 385, 141, 340, 22914, 999969
1445, 383, 72, 272, 22012, 999969
1446, 391, 89, 280, 22324, 999968
1447, 377, 74, 346, 22113, 999967
1448, 390, 72, 283, 22497, 999967
1449, 382, 95, 276, 22114, 999967
1450, 384, 72, 417, 22300, 999967
1451, 385, 76, 283, 22279, 999969
1452, 440, 76, 272, 22980, 999968
1453, 389, 84, 346, 22089, 999970
1454, 382, 73, 284, 21815, 999968
1455, 383, 85, 272, 22247, 999969
1456, 387, 83, 340, 22940, 999969
1457, 372, 75, 277, 22272, 999969
1458, 462, 73, 343, 22215, 999967
1459, 386, 81, 281, 22189, 999969
1460, 383, 76, 277, 22871, 999968
1461, 391, 73, 349, 22648, 999965
1462, 382, 81, 284, 22267, 999970
1463, 387, 76, 275, 22499, 999969
1464, 384, 72, 345, 23330, 999969
1465, 434, 145, 354, 30612, 999965
1466, 385, 66, 286, 33785, 999969
1467, 385, 76, 354, 22866, 999967
1468, 464, 75, 272, 22454, 999969
1469, 380, 85, 280, 22240, 999969
1470, 384, 74, 344, 21934, 999971
1471, 383, 71, 279, 23986, 999969
1472, 386, 83, 356, 22116, 999968
1473, 388, 72, 282, 21393, 999967
1474, 381, 68, 267, 23504, 999968
1475, 382, 89, 353, 23025, 999970
1476, 384, 74, 275, 22245, 999970
1477, 379, 74, 278, 22332, 999968
1478, 377, 93, 352, 22118, 999965
1479, 379, 81, 279, 23050, 999970
1480, 383, 76, 287, 21853, 999968
1481, 382, 86, 363, 22222, 999968
1482, 382, 70, 290, 22221, 999969
1483, 383, 75, 356, 22229, 999968
1484, 479, 78, 280, 22397, 999968
1485, 386, 84, 273, 22191, 999971
1486, 383, 73, 350, 21904, 999969
1487, 388, 72, 275, 25202, 999970
1488, 384, 89, 281, 22087, 999968
1489, 390, 74, 348, 22140, 999968
1490, 384, 66, 275, 22434, 999969
1491, 464, 79, 282, 22908, 999968
1492, 393, 80, 344, 22309, 999968
1493, 382, 69, 278, 22422, 999969
1494, 387, 73, 346, 22173, 999962
1495, 380, 85, 284, 23002, 999970
1496, 382, 67, 289, 21581, 999969
1497, 380, 76, 352, 22394, 999970
1498, 382, 85, 280, 22211, 999968
1499, 380, 76, 275, 22923, 999968
1500, 387, 77, 361, 22563, 999967
1501, 391, 81, 275, 22527, 999970
1502, 426, 142, 354, 33410, 999966
1503, 388, 70, 344, 33982, 999969
1504, 390, 70, 465, 23913, 999968
1505, 383, 77, 534, 22639, 999967
1506, 393, 79, 454, 23328, 999967
1507, 382, 88, 453, 22356, 999968
1508, 381, 74, 531, 22802, 999970
1509, 375, 73, 459, 24207, 999967
1510, 382, 70, 454, 24180, 999967
1511, 387, 87, 528, 22749, 999969
1512, 385, 84, 451, 22840, 999967
1513, 378, 83, 468, 22564, 999968
1514, 385, 72, 536, 22951, 999968
1515, 380, 84, 439, 23135, 999969
1516, 387, 86, 518, 22711, 999969
1517, 380, 84, 471, 23356, 999967
1518, 396, 73, 446, 22846, 999970
1519, 380, 76, 534, 22783, 999969
1520, 385, 87, 445, 23717, 999970
1521, 384, 71, 583, 22875, 999968
1522, 384, 79, 534, 22824, 999968
1523, 382, 72, 452, 22937, 999966
1524, 386, 85, 5072, 23458, 999968
1525, 387, 74, 461, 23380, 999966
1526, 387, 78, 467, 22960, 999968
1527, 375, 89, 520, 22716, 999969
1528, 387, 69, 462, 23631, 999970
1529, 382, 73, 464, 22652, 999969
1530, 372, 69, 529, 22992, 999968
1531, 378, 88, 454, 23694, 999970
1532, 386, 92, 521, 22919, 999968
1533, 371, 79, 451, 22423, 999970
1534, 385, 72, 456, 22996, 999968
1535, 391, 78, 534, 23839, 999963
1536, 374, 84, 456, 22928, 999967
1537, 425, 101, 386, 22937, 999965
1538, 382, 94, 358, 36306, 999969
1539, 382, 73, 277, 22577, 999969
1540, 398, 73, 351, 25611, 999966
1541, 383, 70, 282, 22411, 999969
1542, 402, 99, 289, 23010, 999968
1543, 384, 89, 348, 22543, 999970
1544, 385, 81, 282, 22338, 999968
1545, 405, 71, 263, 22703, 999970
1546, 526, 77, 345, 24465, 999968
1547, 378, 82, 278, 23407, 999967
1548, 379, 79, 345, 22815, 999968
1549, 374, 74, 274, 23740, 999970
1550, 386, 85, 274, 22916, 999972
1551, 448, 86, 343, 22655, 999970
1552, 378, 91, 324, 22700, 999970
1553, 444, 77, 273, 22528, 999970
1554, 411, 66, 324, 22804, 999969
1555, 380, 87, 305, 22828, 999970
1556, 485, 84, 344, 22377, 999969
1557, 377, 77, 275, 23446, 999971
1558, 379, 72, 275, 22868, 999967
1559, 369, 89, 377, 22609, 999970
1560, 376, 92, 272, 23790, 999969
1561, 377, 103, 342, 22541, 999969
1562, 372, 79, 275, 22461, 999970
1563, 376, 81, 271, 22615, 999968
1564, 379, 104, 347, 22956, 999969
1565, 378, 72, 278, 21570, 999968
1566, 382, 98, 297, 22635, 999969
1567, 465, 82, 342, 22391, 999970
1568, 383, 85, 281, 23568, 999967
1569, 442, 71, 343, 23737, 999969
1570, 384, 82, 316, 22769, 999969
1571, 381, 72, 282, 23841, 999945
1572, 379, 88, 390, 22846, 999969
1573, 414, 94, 285, 22641, 999967
1574, 460, 71, 537, 51782, 999969
1575, 380, 76, 495, 24579, 999969
1576, 372, 85, 454, 22245, 999968
1577, 380, 116, 550, 22445, 999969
1578, 382, 72, 536, 23414, 999969
1579, 373, 76, 506, 22499, 999969
1580, 416, 75, 531, 22638, 999966
1581, 482, 77, 460, 24576, 999970
1582, 379, 96, 522, 22565, 999969
1583, 375, 76, 460, 22588, 999970
1584, 487, 72, 460, 22534, 999969
1585, 381, 99, 572, 23481, 999969
1586, 383, 91, 452, 22588, 999969
1587, 380, 119, 523, 22610, 999969
1588, 427, 77, 460, 22640, 999972
1589, 374, 73, 463, 23502, 999971
1590, 521, 82, 522, 22380, 999970
1591, 398, 92, 452, 22535, 999971
1592, 380, 75, 412, 23360, 999969
1593, 415, 123, 380, 22299, 999967
1594, 390, 77, 280, 22429, 999865
1595, 400, 92, 350, 22264, 999968
1596, 385, 75, 291, 23074, 999967
1597, 388, 73, 284, 22431, 999967
1598, 387, 78, 349, 22428, 999969
1599, 378, 94, 291, 22186, 999970
1600, 385, 74, 339, 22648, 999970
1601, 378, 71, 287, 22566, 999970
1602, 382, 83, 284, 22343, 999971
1603, 390, 71, 356, 22226, 999971
1604, 388, 76, 284, 23004, 999969
1605, 520, 85, 354, 22454, 999969
1606, 384, 94, 285, 22175, 999968
1607, 384, 78, 284, 22332, 999968
1608, 377, 72, 357, 23486, 999970
1609, 424, 149, 345, 27856, 999964
1610, 374, 73, 359, 50945, 999970
1611, 378, 92, 283, 22149, 999969
1612, 375, 70, 279, 22075, 999967
1613, 369, 73, 362, 22357, 999970
1614, 384, 91, 288, 22930, 999969
1615, 375, 95, 282, 22114, 999968
1616, 395, 69, 348, 23132, 999970
1617, 382, 72, 271, 22283, 999968
1618, 383, 88, 357, 22926, 999969
1619, 377, 183, 278, 22173, 999967
1620, 386, 72, 290, 22174, 999970
1621, 491, 80, 349, 22170, 999968
1622, 381, 90, 270, 22815, 999968
1623, 382, 75, 342, 21323, 999969
1624, 399, 75, 274, 21878, 999964
1625, 375, 90, 280, 21691, 999968
1626, 381, 74, 343, 22450, 999969
1627, 386, 71, 272, 21946, 999967
1628, 385, 97, 349, 21655, 999968
1629, 383, 79, 278, 21859, 999970
1630, 386, 71, 279, 22702, 999968
1631, 378, 94, 358, 21706, 999969
1632, 388, 76, 277, 22071, 999968
1633, 387, 70, 353, 22688, 999970
1634, 533, 75, 277, 23038, 999969
1635, 393, 86, 280, 22085, 999968
1636, 387, 70, 357, 22194, 999968
1637, 381, 78, 281, 22396, 999972
1638, 402, 88, 350, 23190, 999967
1639, 384, 90, 284, 22230, 999970
1640, 391, 75, 281, 21908, 999967
1641, 385, 73, 350, 22379, 999967
1642, 393, 85, 279, 23123, 999968
1643, 387, 145, 342, 22244, 999965
1644, 388, 76, 281, 22038, 999969
1645, 456, 76, 283, 22323, 999969
1646, 442, 152, 421, 34568, 999965
1647, 392, 69, 280, 36965, 999969
1648, 384, 96, 359, 22233, 999968
1649, 373, 87, 275, 22894, 999969
1650, 384, 72, 278, 22044, 999969
1651, 390, 73, 346, 22424, 999968
1652, 386, 72, 276, 24758, 999970
1653, 387, 80, 346, 22210, 999966
1654, 391, 71, 280, 22292, 999966
1655, 377, 76, 286, 22363, 999969
1656, 466, 70, 343, 23185, 999966
1657, 383, 94, 284, 22461, 999967
1658, 391, 72, 351, 21382, 999965
1659, 380, 75, 288, 22499, 999968
1660, 376, 84, 284, 23183, 999968
1661, 383, 83, 367, 22326, 999969
1662, 382, 76, 280, 22346, 999969
1663, 384, 74, 353, 22411, 999968
1664, 383, 91, 292, 23135, 999969
1665, 377, 90, 351, 22631, 999968
1666, 381, 78, 293, 21605, 999969
1667, 398, 73, 278, 22623, 999969
1668, 385, 87, 363, 23265, 999969
1669, 382, 90, 284, 22156, 999969
1670, 395, 71, 343, 22326, 999968
1671, 384, 75, 279, 22420, 999968
1672, 382, 86, 281, 23244, 999969
1673, 380, 92, 357, 22464, 999971
1674, 387, 74, 276, 22570, 999969
1675, 376, 72, 347, 23647, 999968
1676, 398, 88, 283, 22922, 999968
1677, 382, 94, 292, 22794, 999967
1678, 383, 73, 427, 22470, 999969
1679, 380, 76, 278, 23351, 999968
1680, 386, 74, 350, 22479, 999966
1681, 371, 86, 285, 22562, 999966
1682, 420, 91, 315, 59351, 999961
1683, 393, 73, 349, 22203, 999958
1684, 396, 82, 282, 22107, 999968
1685, 380, 71, 339, 22243, 999968
1686, 385, 69, 280, 23035, 999968
1687, 387, 73, 352, 22878, 999968
1688, 395, 87, 288, 21851, 999967
1689, 384, 68, 295, 21914, 999968
1690, 378, 76, 352, 22729, 999968
1691, 382, 81, 288, 21937, 999969
1692, 383, 75, 448, 21887, 999968
1693, 392, 69, 280, 22041, 999969
1694, 394, 73, 298, 22613, 999950
1695, 375, 87, 365, 21762, 999968
1696, 384, 71, 283, 22028, 999969
1697, 386, 72, 358, 21870, 999967
1698, 400, 90, 292, 22602, 999969
1699, 381, 72, 279, 21795, 999967
1700, 382, 73, 353, 24846, 999969
1701, 368, 72, 323, 23160, 999967
1702, 401, 71, 359, 22171, 999966
1703, 382, 87, 285, 21757, 999969
1704, 381, 74, 351, 22007, 999968
1705, 382, 73, 287, 22789, 999969
1706, 384, 89, 284, 21752, 999969
1707, 377, 82, 407, 21855, 999967
1708, 378, 70, 281, 21884, 999969
1709, 375, 76, 356, 22866, 999968
1710, 388, 83, 279, 21891, 999967
1711, 381, 72, 287, 21919, 999969
1712, 388, 73, 360, 21893, 999969
1713, 383, 81, 280, 22816, 999971
1714, 382, 86, 354, 22021, 999970
1715, 384, 71, 280, 21968, 999966
1716, 391, 74, 369, 22205, 999969
1717, 458, 156, 325, 23395, 999963
1718, 439, 152, 359, 46636, 999967
1719, 386, 84, 355, 22183, 999967
1720, 386, 85, 291, 22561, 999964
1721, 386, 76, 354, 21782, 999969
1722, 398, 71, 284, 22212, 999961
1723, 387, 89, 350, 23002, 999969
1724, 387, 85, 287, 22729, 999969
1725, 380, 85, 280, 21556, 999967
1726, 541, 78, 351, 22050, 999968
1727, 383, 88, 286, 22009, 999968
1728, 393, 75, 351, 22782, 999971
1729, 382, 75, 281, 22021, 999969
1730, 389, 84, 286, 22012, 999968
1731, 382, 90, 351, 21923, 999968
1732, 388, 70, 282, 22810, 999969
1733, 382, 73, 362, 22046, 999967
1734, 387, 88, 283, 22135, 999967
1735, 386, 75, 441, 21915, 999968
1736, 395, 71, 275, 23216, 999967
1737, 392, 75, 288, 22075, 999969
1738, 383, 85, 355, 22027, 999969
1739, 387, 74, 287, 21908, 999969
1740, 387, 80, 356, 22672, 999969
1741, 474, 74, 288, 22105, 999967
1742, 386, 82, 366, 21861, 999968
1743, 384, 76, 282, 22028, 999968
1744, 390, 74, 284, 22978, 999969
1745, 387, 85, 359, 22070, 999967
1746, 387, 85, 283, 21933, 999970
1747, 387, 86, 356, 21330, 999968
1748, 393, 73, 289, 22949, 999960
1749, 395, 83, 364, 22016, 999967
1750, 386, 70, 369, 22006, 999966
1751, 381, 74, 282, 21982, 999967
1752, 391, 75, 350, 22886, 999968
1753, 385, 83, 286, 21926, 999967
1754, 708, 173, 461, 30150, 999945
1755, 386, 74, 286, 23890, 999966
1756, 471, 75, 347, 22295, 999967
1757, 385, 85, 288, 22183, 999969
1758, 382, 74, 280, 22111, 999968
1759, 397, 75, 347, 23989, 999969
1760, 383, 73, 288, 22253, 999970
1761, 397, 85, 357, 22773, 999968
1762, 370, 102, 288, 22113, 999968
1763, 383, 77, 371, 22928, 999968
1764, 398, 73, 289, 22050, 999968
1765, 381, 88, 282, 22091, 999969
1766, 384, 87, 352, 22003, 999969
1767, 385, 79, 282, 22869, 999966
1768, 384, 72, 359, 22099, 999966
1769, 375, 88, 287, 22125, 999967
1770, 386, 93, 352, 22014, 999969
1771, 392, 72, 283, 22840, 999969
1772, 382, 76, 288, 23028, 999968
1773, 377, 94, 355, 22075, 999966
1774, 381, 88, 280, 23079, 999970
1775, 383, 72, 359, 22003, 999970
1776, 379, 74, 286, 22174, 999972
1777, 390, 79, 378, 22336, 999970
1778, 381, 87, 287, 22778, 999967
1779, 397, 70, 285, 21989, 999968
1780, 387, 68, 360, 22281, 999969
1781, 462, 77, 283, 22268, 999967
1782, 391, 83, 360, 22754, 999967
1783, 376, 78, 289, 22069, 999968
1784, 383, 72, 355, 22135, 999968
1785, 463, 84, 286, 22124, 999970
1786, 392, 83, 344, 22859, 999969
1787, 381, 77, 292, 22003, 999968
1788, 397, 74, 282, 22414, 999968
1789, 376, 75, 354, 23743, 999966
1790, 409, 148, 342, 35837, 999967
1791, 386, 76, 349, 22771, 999969
1792, 378, 90, 283, 22542, 999971
1793, 381, 90, 352, 23003, 999969
1794, 385, 78, 268, 21519, 999971
1795, 389, 73, 280, 23546, 999970
1796, 381, 76, 354, 23424, 999968
1797, 384, 86, 287, 22259, 999967
1798, 389, 87, 347, 22402, 999967
1799, 386, 76, 289, 22237, 999969
1800, 391, 73, 351, 23237, 999968
1801, 388, 87, 282, 22232, 999967
1802, 392, 89, 362, 22252, 999969
1803, 383, 76, 287, 22237, 999965
1804, 385, 73, 287, 23112, 999969
1805, 391, 81, 353, 22428, 999967
1806, 405, 83, 281, 22220, 999968
1807, 381, 95, 349, 25807, 999969
1808, 387, 88, 284, 22243, 999970
1809, 392, 73, 353, 22385, 999967
1810, 384, 76, 279, 22362, 999969
1811, 472, 77, 348, 23005, 999969
1812, 385, 97, 284, 22246, 999968
1813, 397, 78, 355, 22136, 999968
1814, 387, 76, 346, 22254, 999971
1815, 398, 73, 284, 23110, 999968
1816, 390, 91, 359, 22278, 999970
1817, 384, 92, 286, 22258, 999968
1818, 382, 75, 351, 23446, 999968
1819, 395, 77, 282, 22453, 999969
1820, 402, 73, 362, 22446, 999968
1821, 386, 85, 284, 22229, 999969
1822, 399, 83, 290, 23042, 999967
1823, 389, 74, 346, 22285, 999966
1824, 389, 75, 285, 22415, 999969
1825, 382, 122, 371, 22332, 999967
1826, 382, 93, 288, 42290, 999969
1827, 385, 80, 360, 22441, 999968
1828, 391, 79, 286, 22503, 999968
1829, 387, 76, 360, 23615, 999969
1830, 471, 83, 282, 23314, 999969
1831, 384, 86, 283, 22320, 999966
1832, 389, 93, 352, 23280, 999971
1833, 396, 69, 280, 22702, 999969
1834, 387, 75, 365, 22457, 999966
1835, 386, 89, 286, 22360, 999967
1836, 385, 88, 359, 23045, 999969
1837, 397, 81, 283, 22522, 999968
1838, 394, 83, 350, 22466, 999968
1839, 384, 80, 289, 22546, 999970
1840, 544, 80, 286, 23067, 999966
1841, 391, 85, 355, 22372, 999969
1842, 387, 160, 303, 22271, 999970
1843, 384, 81, 354, 23945, 999968
1844, 390, 72, 276, 22606, 999970
1845, 384, 84, 362, 22671, 999968
1846, 385, 90, 284, 22354, 999968
1847, 382, 96, 354, 23170, 999969
1848, 392, 77, 287, 22281, 999968
1849, 388, 78, 353, 22603, 999970
1850, 395, 81, 285, 22401, 999968
1851, 383, 93, 287, 23302, 999969
1852, 391, 91, 350, 22354, 999966
1853, 383, 80, 288, 22674, 999971
1854, 409, 75, 350, 23603, 999967
1855, 384, 84, 292, 22707, 999970
1856, 400, 86, 349, 22380, 999966
1857, 385, 88, 287, 22451, 999966
1858, 404, 82, 360, 23583, 999969
1859, 382, 81, 286, 22488, 999969
1860, 391, 74, 281, 23604, 999968
1861, 442, 164, 472, 39453, 999967
1862, 383, 90, 311, 31974, 999968
1863, 404, 74, 347, 22401, 999969
1864, 373, 85, 287, 22900, 999970
1865, 379, 75, 348, 24216, 999971
1866, 537, 76, 282, 22732, 999970
1867, 427, 84, 388, 22383, 999968
1868, 438, 91, 280, 23434, 999968
1869, 374, 75, 520, 22496, 999968
1870, 445, 70, 280, 22238, 999969
1871, 381, 71, 380, 22806, 999968
1872, 577, 76, 278, 23295, 999969
1873, 379, 83, 280, 22407, 999969
1874, 399, 82, 351, 22217, 999969
1875, 375, 104, 278, 22648, 999968
1876, 380, 73, 346, 23366, 999967
1877, 379, 73, 279, 22801, 999969
1878, 381, 91, 351, 22521, 999945
1879, 378, 92, 335, 23375, 999968
1880, 426, 82, 386, 22766, 999971
1881, 374, 73, 278, 22650, 999968
1882, 386, 73, 399, 22853, 999968
1883, 518, 75, 276, 23713, 999970
1884, 536, 77, 277, 22686, 999970
1885, 427, 90, 343, 22458, 999969
1886, 373, 88, 274, 24100, 999969
1887, 424, 90, 388, 22437, 999970
1888, 380, 76, 280, 22756, 999969
1889, 379, 75, 343, 23217, 999968
1890, 431, 72, 282, 23567, 999968
1891, 388, 79, 344, 22783, 999964
1892, 409, 82, 274, 22521, 999944
1893, 376, 90, 352, 22513, 999968
1894, 378, 86, 270, 23228, 999969
1895, 378, 103, 379, 22596, 999970
1896, 414, 85, 303, 39205, 999968
1897, 433, 85, 280, 23068, 999969
1898, 383, 255, 370, 22598, 999969
1899, 373, 75, 416, 24216, 999968
1900, 374, 80, 352, 23207, 999970
1901, 406, 72, 306, 22996, 999970
1902, 384, 75, 358, 22861, 999968
1903, 379, 80, 339, 22727, 999968
1904, 435, 84, 354, 23414, 999970
1905, 373, 86, 280, 22610, 999969
1906, 383, 74, 345, 22702, 999945
1907, 376, 74, 284, 22691, 999969
1908, 375, 75, 345, 23581, 999968
1909, 397, 81, 279, 22729, 999969
1910, 412, 83, 367, 22544, 999964
1911, 463, 80, 277, 24114, 999969
1912, 379, 93, 279, 22261, 999970
1913, 435, 75, 344, 22318, 999969
1914, 379, 76, 279, 22542, 999969
1915, 377, 74, 349, 23873, 999969
1916, 379, 84, 271, 22362, 999969
1917, 377, 83, 346, 22187, 999967
1918, 380, 89, 307, 22231, 999969
1919, 425, 72, 376, 23199, 999970
1920, 377, 74, 281, 23212, 999967
1921, 380, 70, 347, 22325, 999965
1922, 561, 85, 281, 23326, 999966
1923, 370, 91, 349, 22358, 999967
1924, 411, 87, 283, 22052, 999968
1925, 378, 74, 375, 22323, 999969
1926, 377, 72, 276, 22859, 999968
1927, 451, 87, 284, 22305, 999969
1928, 416, 87, 348, 21991, 999916
1929, 379, 116, 331, 22275, 999970
1930, 379, 74, 347, 22844, 999968
1931, 382, 75, 282, 43569, 999969
1932, 380, 78, 343, 22269, 999969
1933, 435, 89, 281, 22945, 999970
1934, 375, 87, 358, 22889, 999969
1935, 363, 90, 280, 22003, 999971
1936, 379, 74, 345, 23130, 999970
1937, 426, 73, 278, 22159, 999969
1938, 378, 84, 351, 22035, 999968
1939, 381, 88, 272, 22004, 999972
1940, 382, 97, 354, 22827, 999969
1941, 378, 72, 274, 22052, 999969
1942, 381, 94, 377, 22264, 999970
1943, 378, 84, 283, 22052, 999969
1944, 378, 86, 378, 22909, 999966
1945, 374, 90, 274, 22030, 999968
1946, 382, 74, 301, 22189, 999968
1947, 373, 73, 343, 23175, 999969
1948, 382, 87, 283, 22186, 999970
1949, 372, 90, 358, 21958, 999967
1950, 377, 77, 359, 22029, 999967
1951, 375, 73, 341, 22949, 999969
1952, 371, 78, 297, 22167, 999969
1953, 412, 83, 342, 21923, 999969
1954, 374, 89, 277, 22097, 999968
1955, 377, 75, 431, 22797, 999969
1956, 381, 84, 277, 21984, 999968
1957, 431, 78, 347, 22127, 999923
1958, 378, 92, 308, 23094, 999970
1959, 378, 90, 349, 21878, 999968
1960, 382, 73, 360, 22071, 999969
1961, 404, 74, 342, 22161, 999968
1962, 378, 76, 304, 23051, 999968
1963, 372, 82, 351, 22038, 999969
1964, 411, 78, 286, 25016, 999969
1965, 376, 117, 355, 22036, 999970
1966, 388, 153, 344, 36382, 999967
1967, 381, 81, 386, 22373, 999970
1968, 381, 101, 289, 22015, 999969
1969, 375, 87, 280, 24152, 999969
1970, 409, 73, 349, 22067, 999919
1971, 374, 101, 332, 22251, 999970
1972, 432, 90, 349, 21989, 999968
1973, 373, 86, 291, 22883, 999967
1974, 413, 88, 349, 21966, 999921
1975, 377, 100, 329, 22157, 999970
1976, 435, 73, 352, 23291, 999967
1977, 382, 76, 283, 22302, 999970
1978, 532, 85, 350, 22022, 999969
1979, 375, 92, 281, 22201, 999971
1980, 380, 71, 447, 22900, 999970
1981, 368, 76, 287, 22221, 999968
1982, 429, 74, 342, 22139, 999966
1983, 377, 97, 289, 22330, 999969
1984, 377, 88, 347, 22860, 999968
1985, 362, 96, 315, 22008, 999969
1986, 379, 68, 352, 22121, 999945
1987, 373, 83, 282, 23162, 999969
1988, 436, 96, 380, 22877, 999969
1989, 466, 85, 281, 23301, 999969
1990, 379, 85, 370, 24002, 999967
1991, 377, 88, 286, 22916, 999971
1992, 380, 86, 355, 22079, 999969
1993, 375, 73, 281, 22424, 999968
1994, 409, 72, 417, 24796, 999969
1995, 381, 77, 283, 22714, 999970
1996, 401, 72, 347, 22168, 999967
1997, 375, 120, 325, 22152, 999969
1998, 434, 84, 370, 23116, 999970
1999, 380, 92, 280, 22008, 999970
2000, 421, 72, 455, 22707, 999969
2001, 452, 167, 434, 32874, 999963
2002, 383, 77, 285, 30609, 999970
2003, 383, 82, 355, 22553, 999970
2004, 387, 82, 286, 24345, 999967
2005, 382, 90, 347, 22242, 999968
2006, 391, 70, 279, 22353, 999966
2007, 378, 78, 343, 22335, 999969
2008, 384, 75, 281, 23291, 999969
2009, 377, 85, 352, 22236, 999970
2010, 384, 83, 284, 22393, 999968
2011, 373, 92, 355, 22105, 999968
2012, 379, 73, 281, 23039, 999970
2013, 384, 81, 349, 22295, 999970
2014, 394, 71, 284, 22620, 999968
2015, 377, 85, 348, 23256, 999968
2016, 376, 82, 280, 22438, 999968
2017, 378, 155, 349, 21922, 999969
2018, 381, 66, 276, 21962, 999969
2019, 377, 80, 344, 22803, 999970
2020, 386, 83, 278, 21883, 999965
2021, 374, 92, 352, 21935, 999968
2022, 377, 72, 277, 21953, 999969
2023, 373, 77, 348, 22870, 999969
2024, 388, 70, 283, 22145, 999969
2025, 375, 85, 346, 22189, 999969
2026, 385, 82, 280, 23016, 999968
2027, 377, 78, 441, 22070, 999969
2028, 387, 71, 279, 22110, 999970
2029, 379, 77, 345, 22194, 999969
2030, 389, 78, 285, 22776, 999969
2031, 370, 99, 382, 21915, 999969
2032, 388, 68, 280, 22030, 999970
2033, 379, 76, 349, 22109, 999969
2034, 384, 70, 279, 22928, 999967
2035, 373, 89, 356, 22127, 999967
2036, 439, 159, 378, 21932, 999969
2037, 377, 77, 567, 28872, 999969
2038, 653, 114, 574, 22379, 999968
2039, 485, 109, 685, 30585, 999957
2040, 548, 100, 645, 30175, 999955
2041, 378, 74, 547, 26560, 999969
2042, 407, 73, 462, 22616, 999969
2043, 374, 83, 531, 23763, 999968
2044, 409, 77, 484, 22909, 999967
2045, 433, 83, 520, 22415, 999970
2046, 382, 83, 453, 22720, 999969
2047, 383, 87, 519, 22844, 999968
2048, 380, 89, 449, 22383, 999968
